일자,언론사,기고자,제목
20140715,한국경제,,'박근혜 대통령 패션' 평가해 달라고 묻자 간호섭 홍익대 교수 대답이
20140715,국제신문,,"박 대통령 ""경선과정 서운함 잊고 하나가 되어주길"""
20140715,국제신문,,"""박 대통령의 밝은 눈과 큰 귀 되는 데 충실"""
20140715,국제신문,손균근,"5면/박 대통령, ""금주 2기내각 출범 민생경제에 혼신다해야"""
20140715,부산일보,,"박 대통령, 장관 후보 보고서 채택 재요청"
20140715,중부매일,김성호 기자,"박 대통령, ""오직 국민 위해 한마음으로 노력해 나가야"""
20140715,서울경제,,"[2기 내각 '친정체제' 구축] 황우여 사회부총리 교육장관, 박근혜 대통령과 자주 통화하는 여권 실세"
20140715,헤럴드경제,황해창 기자,<황해창 선임기자의 세상읽기> 독일 축구와 메르켈 그리고 박 대통령
20140715,MBC,박성준 기자,박 대통령 새누리 신임 지도부 청와대 오찬 '화합' 강조
20140715,MBC,김세로 기자,"박 대통령, 與 지도부와 오찬 후보자 거취 문제 등 논의"
20140715,충청투데이,김홍민 기자,박근혜 대통령 “이번주 2기 내각 출범 힘 실어달라”
20140715,중부일보,,김무성 대표와 악수하는 박 대통령
20140715,내일신문,엄경용,박 대통령 '수렴청정'  더 이상 없다
20140715,중앙일보,,"박 대통령, 정종섭 정성근 후보자 청문보고채택 재요청"
20140715,중앙일보,,"[속보] 박 대통령, 김명수 지명철회 교육부장관에 황우여 의원 내정"
20140715,중앙일보,,"[속보] 박 대통령, 김명수 지명철회 교육부장관에 황우여 의원 내정"
20140715,중앙일보,신용호,"박 대통령, 김명수 정성근 지명철회 고심  오늘 결정"
20140715,중부일보,김재득,"'전대 참석' 박 대통령 ""새지도부, 국가 대혁신 막중 역할"""
20140715,중부일보,김만구,"남경필 경기도지사, 25일 박 대통령과 '첫 만남'"
20140715,디지털타임스,이호승,"박대통령, 교육부장관에 황우여 의원 내정"
20140715,한겨레,,"박 대통령, 김명수 정성근 등 인사청문 보고서 국회에 재요청"
20140715,한겨레,석진환,‘청문회 거짓말’ 정성근 강행 박대통령 또 오기인사
20140715,한겨레,석진환,박 대통령 또 오기인사 ‘청문회 거짓말’ 정성근 임명 강행
20140715,매일경제,,박 대통령 김 대표 무슨 이야기 나눴나?
20140715,매일경제,,"박 대통령, 새누리 지도부와 오찬 ""자주 만나겠다"""
20140715,매일경제,,"박 대통령, 김명수 교육부 장관 후보자 지명 철회(1보)"
20140715,매일경제,,"[속보] 박 대통령, 국회에 정종섭 정성근 후보자 청문보고채택 재요청"
20140715,경인일보,정의종,"전당대회 참석한 박근혜 대통령 ""서운한 감정 잊고 하나돼야"""
20140715,경인일보,,"전당대회 참석한 박근혜 대통령 ""서운한 감정 잊고 하나돼야"""
20140715,세계일보,박태훈,"박 대통령, 김명수 지명 철회하고 황우여 前 대표를 교육부장관 후보자로 지명"
20140715,매일경제,,"박 대통령, 오늘부터 청문보고서 재요청 선택은 과연?"
20140715,매일경제,,"박 대통령, 김무성 새누리당 신임대표와 청와대서 오찬"
20140715,매일경제,,"박 대통령, 김무성 새누리당 신임대표와 청와대서 오찬"
20140715,매일경제,,박근혜 대통령-김무성 새누리당대표 오늘 오찬 회동
20140714,아시아경제,온라인이슈팀,"만수르 박근혜 대통령과 인증샷 공개 ""세계적 석유갑부 답네"""
20140714,세계일보,남상훈,박근혜 대통령 “통일준비위 15일 발표”
20140714,중도일보,이영록,"권시장, 지역발전위원장과 현안 논의 권선택 대전시장은 지난 11일 시청을 방문한 이원종 지역발전위원장과 환담하고, 박근혜 정부의 지역발전정책 방향 및 시의 현안사항 등에 대해 논..."
20140714,중부일보,,"박근혜 대통령, 새누리당 전당대회 참석 막판 변수 작용하나?"
20140714,서울신문,,새누리당 대표 경선 결과에 영향 미칠까 박근혜 대통령 새누리당 전당대회 참석
20140714,서울신문,,박근혜 대통령 등장에 새누리 전당대회 ‘후끈’ “경선과정 서운함 잊자”
20140714,서울신문,,새누리당 전당대회 투표율 29.7% 박근혜 대통령 축사 “6년만에 현직대통령 참석”
20140714,서울신문,,[열린세상] 박근혜 대통령께 드리는 고언/홍성걸 국민대 행정정책학부 교수
20140714,충북일보,김동민,"청문회 영향, 박근혜 대통령 다시 소폭 하락"
20140714,매일경제,안보람,"박 대통령, 새누리당 대표 선거 참석 MB 이후 6년 만"
20140714,매일경제,,"박 대통령 ""통일준비위 내일 발표할 터"""
20140714,매일경제,이준희,"김명수 정성근 거취 주목 박 대통령, 전당대회 참석"
20140714,매일경제,,"박 대통령 ""이번주 2기내각 출범 민생경제 혼신다해야"""
20140714,아시아경제,윤동주,[포토]새누리당 전당대회 참석한 박근혜 대통령
20140714,아시아경제,윤동주,[포토]손 흔드는 박근혜 대통령
20140714,아시아경제,윤동주,[포토]활짝 웃는 박근혜 대통령
20140714,아시아경제,윤동주,[포토]인사말하는 박근혜 대통령
20140714,아시아경제,온라인이슈팀,만수르 박근혜 대통령 인증샷 화제 '석유재벌'과 특별한 인연?
20140714,경남도민일보,전의홍,[바튼소리]박 대통령 여야 원내대표 첫 만남
20140714,매일신문,,"[사설] 박 대통령, ‘문제 장관’ 신속히 정리해야 한다"
20140714,국민일보,김경택 기자,박 대통령 全大 참석키로 친박 힘 실어주기? 막판 변수로
20140714,경향신문,,[경향포토]당대표 후보들과 인사하는 박근혜 대통령
20140714,경향신문,,박근혜 대통령 새누리 전당대회 연설 메시지는?
20140714,경향신문,,"국회 교문위원장 ""박근혜 대통령도 (정성근에게) 당했다"""
20140714,경향신문,,[경향포토]새누리당 전당대회 참석하는 박근혜 대통령
20140714,경향신문,,[경향포토]축사하는 박근혜 대통령
20140714,경향신문,,[경향포토]전당대회 첫 참석한 박근혜 대통령
20140714,경향신문,안홍욱,박 대통령 ‘정성근 폭탄주’ 보고받고 표정 굳어져
20140714,경향신문,이용욱,"[오늘 새누리 전대]박 대통령, 전대 참석 서청원 “책임대표 뜻” 김무성 “관례일 뿐”"
20140714,경향신문,안홍욱,"‘김명수’는 물건너갔고 ‘정성근’을 어쩌나, 박 대통령의 고민"
20140714,경향신문,,"[사설]박 대통령, 김명수 정성근 지명 철회로 소통정치 보여야"
20140714,경향신문,심혜리,"박영선 “박 대통령, 알려진 것보다 4대강 강하게 비판”"
20140714,한국경제,,"박근혜 대통령, 새누리당 전당대회 참석"
20140714,한국경제,,"박근혜 대통령, 새누리당 전당대회 참석했는데  김무성 서청원, 누가 유리할까"
20140714,한국경제,,"박근혜 대통령, 패션 스타일 달라졌네 대처 힐러리 패션 따라갈까"
20140714,한국경제,,"박 대통령, 통일준비위 내일 발표"
20140714,한국경제,,"박 대통령, 오늘 새누리 전당대회 참석"
20140714,한국경제,,"박 대통령 ""묵은 적폐 바로잡고 새 대한민국 만들어야"""
20140714,국제신문,손균근,4면/박대통령 오늘 수석비서관회의 주재 주목
20140714,국제신문,,박 대통령 '부적격 3명' 거취 막판 고민
20140714,아시아경제,윤동주,[포토]새누리당 전당대회 참석한 박근혜 대통령
20140714,아시아경제,윤동주,[포토]손 흔드는 박근혜 대통령
20140714,아시아경제,윤동주,[포토]손 흔드는 박근혜 대통령
20140714,아시아경제,윤동주,[포토]손 흔드는 박근혜 대통령
20140714,아시아경제,윤동주,[포토]인사말하는 박근혜 대통령
20140714,MBC,김세로 기자,"박 대통령 ""이번 주 2기 내각 출범 국가혁신 추진"""
20140714,서울경제,,[새누리당 새 대표에 김무성] 박근혜 대통령 전대 참석해 주류에 힘 실었지만 
20140714,서울경제,디지털미디어부,"새정치 ""박 대통령 전당대회 참석은 심각한 '반칙'"""
20140714,서울경제,,박 대통령 “부동산 과열기에 도입한 과도한 규제 정상화해야”
20140714,서울경제,,"박대통령,""국민행복시대 열어 갈 것...금주내 2기 내각 출범"""
20140714,헤럴드경제,이길동 기자,새누리 전당대회 참석한 박근혜 대통령
20140714,헤럴드경제,이길동 기자,새누리당 전당대회 축사하는 박근혜대통령
20140714,헤럴드경제,이길동 기자,박근혜대통령 ”새누리당 새지도부 정부와 힘 모아 대한민국 대혁신이뤄야“
20140714,헤럴드경제,이정아 기자,"김무성, 서청원 누르고 새누리당 새 대표 “박근혜정부 성공 위해 온 몸 바치겠다”"
20140714,KBS,김병용,새누리당 대표에 김무성 “박근혜 정부 성공 이끌겠다”
20140714,아시아경제,최은석,"박 대통령, 빨간 재킷 입고 새누리 전당대회 참석"
20140714,아시아경제,온라인이슈팀,"1박2일 '세종고 김탄' 정일채 ""일베 회원 아냐 노무현 전 대통령께 죄송"""
20140714,파이낸셜뉴스,박소현,박근혜 대통령의 與 전당대회 참석 의미는?
20140714,파이낸셜뉴스,박소현,박 대통령 전당대회 참석.. 왜? 차기 지도부와 국가 대개조 협력 예고
20140714,내일신문,,[김학순의 세상톺아보기] 박 대통령에게 지금 가장 필요한 것
20140714,내일신문,엄경용,툭하면 '갓끈 고쳐매는' 박 대통령
20140714,중앙일보,권호.김경희,"박 대통령 전대 참석  ""친박 힘 실어줘"" ""언급않는 게 도리"""
20140714,중부일보,인터넷뉴스부,"김무성 새누리 신임 대표 ""박근혜 정부 성공위해 온몸 바치겠다"""
20140714,중부일보,연합뉴스,"새정치 ""박 대통령 새누리 전대 참석, 또하나의 반칙"""
20140714,중부일보,연합뉴스,새누리 전대 열기 '후끈' 박 대통령에 '기립박수' 환영
20140714,디지털타임스,이호승,"박 대통령, 오늘 거취결정 `주목`"
20140714,한겨레,조혜정,‘원조 친박’에서 ‘대표 비박’으로 박근혜-김무성 ‘애증사’ 10년
20140714,한겨레,,[시론] 박 대통령과 한반도 평화의 길 / 이종찬
20140714,한겨레,석진환,"임명 강행이냐, 2명 정리냐 박대통령 선택 ‘촉각’"
20140714,한겨레,,[사설] 박 대통령의 창조성 없는 ‘부동산 띄우기’ 대책
20140714,한겨레,,박 대통령 지지율 45.3% 1주일 만에 다시 하락
20140714,한겨레,이승준,김기춘 실장 7시간 지나서야 비서관회의 /박대통령 8시간 넘도록 대면보고 안받아 /세월호 ‘급변침’ 이유는 명확히 안드러나
20140714,매일경제,,"박 대통령, 새누리당 전당대회 참석"
20140714,매일경제,,"박 대통령 ""2기 내각 이번 주 출범"""
20140714,매일경제,,"[속보] 김무성 대표 ""박근혜정부 성공 위해 온 몸 바칠 것"""
20140714,매일경제,,"[속보] 박 대통령 ""금주 2기내각 출범 민생경제에 혼신다해야"""
20140714,매일경제,,"박 대통령, 새누리당 전당대회 참석 '어느 후보에게 유리?'"
20140714,매일경제,,"박 대통령, 새누리당 전당대회 참석 당 청 간 소통 의지 메시지"
20140714,경인일보,,"박근혜 대통령 ""주경기장 가변석 안전한가요"""
20140713,경향신문,,"[7 14 새누리 전대]박 대통령, 전대 참석 서청원 “책임대표 뜻” 김무성 “관례일 뿐”"
20140713,경향신문,,"‘김명수’는 물건너갔고 ‘정성근’을 어쩌나, 박 대통령의 고민"
20140713,경향신문,,이준석 “정직하지 못한 ” 박 대통령에 김명수 정성근 지명철회 촉구
20140713,중부일보,천용남,"박근혜 대통령, 김포 나들이...로컬푸드 공동판매장 방문"
20140713,중부일보,홍미선,"박 대통령 ""인천AG 안전관리, 한치의 빈틈도 없어야"""
20140713,한겨레,,"임명 강행이냐, 2명 정리냐 박 대통령 선택 ‘촉각’"
20140713,충청일보,이득수,"김명수 정종섭 정성근 어쩌나 
박근혜 대통령, 깊어지는 고민"
20140712,매일신문,김병구 기자 kbg@msnet.co.kr,'국가개조'→'국가혁신' 박영선 제안에 박 대통령 즉석 응답
20140712,국제신문,,소통한 두 여인에 몇 남자 차일까 박 대통령 '김명수＋α' 고뇌
20140712,부산일보,송현수,선거 코앞 박 대통령 지역 민생탐방 '구설'
20140712,중앙일보,,[사진] 콩나물 장바구니 든 박 대통령
20140711,중도일보,,"박 대통령, 김명수 등 지명철회 野요구 “잘 알겠다”"
20140711,중도일보,김대중,박영선 “장관후보 지명철회” 박 대통령 “잘 알겠다”
20140711,중도일보,,박영선 “장관후보 지명철회” 박 대통령 “잘 알겠다”
20140711,서울신문,온라인뉴스부,"손석희 박영선 인터뷰 “4대강 국정조사, 박근혜 대통령에 요구했다” 언급 배경은?"
20140711,서울신문,온라인뉴스부,손석희 박영선 인터뷰 “박근혜 대통령에게 4대강 문제의 심각성 전했다”
20140711,충북일보,김동민,박근혜 대통령 지지율 3% 상승 왜?
20140711,대구일보,지국현,김명수 정성근 임명 재고요청에...박대통령 “참고하겠다”
20140711,영남일보,이영란," st 박 대통령, 김명수 등 지명철회 요구에 ""참고하겠다"
20140711,경남신문,이상권,박 대통령 “4대강 사업 부작용
20140711,울산매일,조혜정 기자,"박 대통령, 야당과 대화정치 나서나"
20140711,경향신문,,[청 여야 원내지도부 회동]박 대통령 “첫 여성 원내대표 축하” 박 원내대표 “첫 여성 대통령 탄생 덕분”
20140711,경향신문,이지선,"[청 여야 원내지도부 회동]박 대통령, 5 24 조치 틀 유지 뜻"
20140711,경향신문,심혜리,"[청 여야 원내지도부 회동]박 대통령, ‘4대강 국조’ 즉답 안 해"
20140711,경향신문,"김진우,안홍욱","야당 “김명수 정성근 지명 철회를” 박 대통령 “잘 알겠고, 참고하겠다”"
20140711,경향신문,박병률,[청 여야 원내지도부 회동]야 “부자감세 MB 이전 환원” 박 대통령 ‘거부’
20140711,한국경제,,"""박근혜 대통령, '국가개조' 표현을 '국가혁신'으로 바꾸겠다"", 박영선 원내대표 전해"
20140711,한국경제,,"박 대통령 ""아시안게임 안전 한 치 빈틈없이"" 주문"
20140711,국제신문,배재한,1면 사진설명=박근혜 대통령
20140711,국제신문,배재한,3면 사진설명=박 대통령
20140711,국제신문,정유선,3면/Box1= 박대통령-야당 소통숨통트이나
20140711,부산일보,송현수,"여야 초청한 박 대통령, 소통 물꼬 트나"
20140711,MBC,김세로 기자,"박근혜 대통령, 서민경제 행보 ""중간마진 줄여 농가소득 향상"""
20140711,MBC,김세로 기자,"박 대통령, 인천 아시안게임 준비상황 점검 성공적 개최 당부"
20140711,MBC,윤지윤 기자,"野, 김명수 정성근 지명 철회 요청 박 대통령 ""참고하겠다"""
20140711,MBC,윤지윤 기자,"박 대통령 ""경제활성화 위해 초당적 협력"""
20140711,MBC,윤지윤 기자,"野 ""김명수 정성근 지명 철회 요청"" 박 대통령 ""참고하겠다"""
20140711,서울경제,,"박근혜 대통령 ""안전 아시안게임 돼야"""
20140711,서울경제,,"박 대통령 “농업, 수출산업ㆍ미래산업으로서 가능성 크다”"
20140711,아시아경제,온라인이슈팀,"박근혜 대통령 김포 방문에 野 ""재보선 지역 방문 지양해달라"""
20140711,헤럴드경제,이혜미 기자,"박근혜 대통령 김포 방문, 새정치 ‘발끈’ 이유가?"
20140711,KBS,송창언,"박 대통령, 인천 아시안게임 점검 민생 행보"
20140711,충청투데이,김홍민 기자,박근혜 대통령 與野정례회동 제안
20140711,아시아경제,온라인이슈팀,"박영선, 손석희에 ""4대강 국정조사, 박 대통령께 요구했다"""
20140711,강원일보,"김창우
기자","박 대통령, 김명수 정성근 후보자 지명철회 野 요청에 “잘 알겠다”"
20140711,내일신문,엄경용,"박 대통령, 김포 농산물직판장 방문"
20140711,한국일보,송용창,"박 대통령, 보궐선거 치러지는 김포 민생 방문 논란"
20140711,한국일보,송용창,"박 대통령, 보궐선거 치러지는 김포 민생 방문 논란"
20140711,헤럴드경제,기자,"<사설> 靑  여야 회동, 박 대통령 달라지는 계기돼야"
20140711,중앙일보,이지상,"박영선은 스카프, 박 대통령은 손목시계 선물"
20140711,중부일보,연합뉴스,"박 대통령, 여야지도부와 '소통'...제안 합의 오가며 85분간 화기애애"
20140711,중부일보,홍재경,"김명수 정성근 지명철회 요구에...박 대통령 ""참고하겠다"""
20140711,전자신문,온라인뉴스팀,"박근혜 대통령 김포방문, 새정치 ""오해받을 일정 삼가길"""
20140711,아시아경제,온라인이슈팀,"김명수 정성근, 청문회서 의혹 해명 못해 박 대통령, 임명철회하나"
20140711,한겨레,,슬픈 눈에 너그러움을 담으시오 - 박근혜 대통령에게
20140711,한겨레,,"박 대통령, “참고하겠다”는 말로 끝내선 안 된다"
20140711,한겨레,석진환,"야당과 소통약속 다음날 박대통령, 보궐지역 김포 방문"
20140711,한겨레,,‘박 대통령 잘못하고 있다’ 48% 가장 큰 이유는?
20140711,매일경제,,박 대통령 김포 민생 현장 방문에 야당 '발끈'
20140711,매일경제,,"박 대통령, 아시안게임 경기장 안전 '일제 점검' 지시"
20140711,매일경제,,"박 대통령 ""계속 만나자"" 작년 3자 회동과 180도 변화"
20140710,전자신문,권상희,"박 대통령, 여야 원내지도부와 첫 회동...경제 살리기에 공감"
20140710,아시아경제,,"[사설]박 대통령-여야 회동, 소통정치 시발로"
20140710,전북도민일보,강성주 기자,"박 대통령, “김명수 정성근 후보자 임명 재고 요청 참고하겠다”"
20140710,매일경제,김병문,"박 대통령 '김명수 정성근 지명철회' 요구에 ""충분히 검토"""
20140710,매일경제,김병문,"박 대통령 '김명수 지명철회 요구'에 ""참고하겠다"""
20140710,매일경제,김천홍,"김명수 후보자 지명 철회 요청에 박 대통령 ""참고하겠다"""
20140710,대구일보,김혜성,“박대통령 구하기 내가 적임자”
20140710,영남일보,이영란,"박 대통령 ""정보보안산업 신성장동력으로 육성"
20140710,영남일보,이영란,"10일 박 대통령, 여야 원대대표 회동...무슨 대화 이야기 나눌"
20140710,강원도민일보,남궁창성,"박 대통령, 오늘 여야 원내대표 회동"
20140710,매일신문,김병구 기자 정욱진 기자 이지현 기자,"야당과 손잡은 박 대통령 ""청문회 도와주세요"""
20140710,경상일보,김두수 기자,박근혜 대통령 취임 후 첫 공개소통
20140710,경상일보,김두수 기자,박근혜 대통령-여야 원내지도부 회동의 핵심 의제
20140710,경향신문,안홍욱,[청 여야 원내지도부 회동]박 대통령 “첫 여성 원내대표 축하” 박 원내대표 “첫 여성 대통령 탄생 덕분”
20140710,경향신문,이지선,"[청 여야 원내지도부 회동]박 대통령, 5 24 조치 틀 유지 뜻"
20140710,경향신문,박병률,[청 여야 원내지도부 회동]야 “부자감세 MB 이전 환원” 박 대통령 ‘거부’
20140710,경향신문,안홍욱,"야당 “김명수 정성근 지명 철회를” 박 대통령 “잘 알겠고, 참고하겠다”"
20140710,한국경제,,박근혜 대통령 박영선 원내대표 조윤선 정무수석 한 자리  대한민국 여성천하
20140710,한국경제,,"박 대통령 ""김명수 정성근 지명 철회 참고하겠다"""
20140710,부산일보,송현수,오늘 박 대통령 여야 원내지도부 회동서 김명수 사회부총리 후보 거취 결정될 듯
20140710,MBC,윤지윤 기자,"박 대통령, 여야 원내지도부와 첫 회동 정례화 제안"
20140710,MBC,정병화 기자,"野 ""김명수 정성근 지명 철회"" 요청 박 대통령 ""참고하겠다"""
20140710,MBC,윤지윤 기자,"박근혜 대통령, 청와대서 여야 원내지도부 첫 회동"
20140710,서울경제,,"[박근혜 대통령, 여야 원내지도부 회동] 박근혜 대통령 ""첫 여성 원내대표 축하"" 박영선 원내대표 ""여성 대통령 탄생 덕분"""
20140710,서울경제,,"박근혜 대통령, 김명수 등 지명철회 시사"
20140710,서울경제,디지털미디어부,"박근혜 대통령 ""상생국회 만들면 국민이 크게 박수칠 것"""
20140710,서울경제,,[속보]“박 대통령 ’경제가 동력 잃어 대단히 걱정‘”
20140710,서울경제,,[속보] 박 대통령 “생활비 줄이는 문제 아주 중요”
20140710,KBS,송창언,야 “김명수 정성근 철회 요구” 박 대통령 “참고”
20140710,충청투데이,박명규 기자,박근혜 대통령 “北 주민 인권 더 많은 관심을”
20140710,강원일보,"김창우
기자",박 대통령-여야 원내지도부 첫 회동  현안 실타래 풀까
20140710,내일신문,엄경용,오늘 박 대통령-여야 원내대표 회동  정국 분수령
20140710,한국일보,김지은,"일본인 50% ""박근혜 대통령 인상 나빠"""
20140710,한국일보,김지은,"일본인 10명 중 5명 “박근혜 대통령 인상 나빠"""
20140710,중앙일보,강태화,오늘 박 대통령 여야 지도부 회동  김명수 후보 거취 결정할 가능성
20140710,한겨레,,[특별기고] 슬픈 눈에 너그러움을 담으시오 - 박근혜 대통령에게 / 윤구병
20140710,한겨레,,"박 대통령의 소통정치, 김명수 철회가 시금석"
20140710,한겨레,석진환,"‘김명수 정성근 처리’, 박 대통령 ‘소통 의지’ 가늠자"
20140710,한겨레,서보미,"박 대통령, 김기춘 사퇴 언급하자 침묵만 "
20140710,한겨레,,"인천 시민 단체, 박 대통령에 아시안게임 남북 공동응원단 구성 요구"
20140710,한겨레,,"박 대통령, 박영선 기자 때 일화 들며 친근함 표시"
20140710,한겨레,,"[사설] 박 대통령, “참고하겠다”는 말로 끝내선 안 된다"
20140710,매일경제,,"박 대통령 ""계속 만나자"" 지난해 3자 회동과 180도 변화"
20140710,충청일보,이득수,박 대통령-여야 원내대표 첫 회동
20140710,매일경제,,"[속보] 박 대통령, 통일준비위에 여야 정책위의장 참여 제안"
20140710,매일경제,,"[속보] 박영선 ""박 대통령 '김영란법' 조속한 처리 부탁"""
20140710,매일경제,,"박 대통령 ""상생 국회 만들면 국민이 크게 박수칠 것"""
20140710,매일경제,,"박영선 ""박 대통령, 김명수 정성근 등 지명철회 요구에 `참고하겠다` 말해"""
20140709,매일경제,,"박근혜 대통령, 내일(10일) 여야 원내지도부와 첫 회동"
20140709,매일경제,이준희,"박 대통령, 내일 여야 원내지도부와 첫 동시 회동"
20140709,매일경제,,"박 대통령 ""정보보안산업 신성장동력으로 육성"", '정보보호의 날' 기념식에 영상 축하메시지"
20140709,경향신문,안홍욱,‘인사 참사’ 탈출구 찾는 박 대통령
20140709,경향신문,디지털뉴스팀,"박 대통령 제부 신동욱 공화당 총재, 새정치연합 허동준에 영입제안"
20140709,한국경제,,"박 대통령 ""정보보안산업 신성장동력으로"""
20140709,한국경제,,"박 대통령, 10일 오전 여야 원내지도부와 첫 회동"
20140709,내일신문,엄경용,박 대통령 '법조한류' 주인공 오찬
20140709,한국일보,김현빈,"""박 대통령, 국정운영 변화 엿보인다"""
20140709,중앙일보,양선희,[양선희의 시시각각] 박 대통령과 펑 여사의 패션대결?
20140709,중부일보,,박근혜 대통령께 바란다
20140709,한겨레,,"[사설] 박 대통령의 소통정치, 김명수 철회가 시금석"
20140708,중도일보,"김재수
기자",박근혜 대통령-여야 원내대표 10일 오전 회동
20140708,중도일보,,"박 대통령, 경제 도약을 위해서라면 어디든 찾아갈 것"
20140708,경향신문,안홍욱,"박 대통령, 여야 원내지도부와 10일 회동"
20140708,서울경제,,"이완구 ""박근혜 대통령에 인사지연 시정 건의하겠다"""
20140708,경인일보,정의종,박근혜 대통령-여야 원내지도부 10일 靑 회동
20140708,경인일보,정의종,박근혜 대통령-여야 원내지도부 10일 靑 회동
20140708,파이낸셜뉴스,김경수,[단독]밴앤델 암웨이 회장 9월 내한..박 대통령 재회할까
20140708,제민일보,이창민,박 대통령 여야 원내지도부 회동
20140708,중부일보,홍재경,박근혜 대통령-여야 원내지도부 10일 첫 회동
20140708,중앙일보,,[사진] 박 대통령 지지율 4주 만에 반등
20140708,아시아경제,최은석,"與 ""박 대통령에게 인사 얘기 좀 """
20140707,세계일보,박태훈,"박 대통령, ""경제도약 위해서라면 어디든 찾아가겠다"""
20140707,세계일보,박태훈,"박 대통령과 여야 원내 지도부, 10일 오전 10시30분 회동"
20140707,중도일보,,[새누리당 대전서 첫 합동연설회]당권주자 '박근혜 마케팅'
20140707,매일경제,,"박근혜 대통령 여야 원내지도부, 10일 청와대서 회동 추진"
20140707,매일경제,이준희,"박 대통령, 중앙아시아 경제 순방 'AS'"
20140707,매일경제,이미혜,박 대통령-여야 원내지도부 회동 무슨 얘기 나눌까
20140707,매일경제,,"박 대통령, 중앙아시아 순방 경제사절단 합동 토론회 참석"
20140707,매일경제,,"박 대통령 여야 원내지도부, 10일 청와대서 회동(종합)"
20140707,매일경제,명지대,[신율의 정치 읽기]새누리당이 바뀌어야 박근혜가 산다!
20140707,전자신문,권상희,"박 대통령 여야 원내지도부, 10일 오전 회동"
20140707,헤럴드경제,박현구 기자,"<포토>박대통령, “중앙아시아 순방에서 경제분야의 성과가 매우 컸다“"
20140707,헤럴드경제,박현구 기자,"<포토>박 대통령, “중앙아시아 순방에서 경제분야의 성과가 매우 컸다“"
20140707,헤럴드경제,박도제 기자,"박 대통령ㆍ여야 원내지도부, 10일 오전 첫 회동 “국정 전반 이야기 오갈 것”"
20140707,국민일보,신태철,박 대통령 지지율 반등 시진핑 효과?
20140707,한국경제,,"[속보]박대통령 여야 원내지도부, 10일 靑서 회동"
20140707,국제신문,,"박 대통령, 여야 원내지도부 10일께 회동"
20140707,부산일보,송현수,"박 대통령, 여야 원내 지도부 첫 초청 '세월호 관련법 빠른 처리' 당부할 듯"
20140707,경상일보,김두수 기자,박근혜 대통령 “경제외교에 최선 다하겠다”
20140707,중부매일,김성호 기자,"박 대통령 직무평가, 긍정 40% vs 부정 48%"
20140707,MBC,김세로 기자,박 대통령-여야 원내지도부 10일 회동 취임 이후 처음
20140707,서울경제,,10일 박근혜 대통령 여야 원내지도부 첫 회동
20140707,서울경제,,박근혜 대통령-여야 지도부 10일 첫 회동
20140707,서울경제,,박 대통령-여야 지도부 첫 회동
20140707,서울경제,디지털미디어부,"여야 원내대표, 박 대통령과 청와대서 회동 추진"
20140707,헤럴드경제,홍성원 기자,박 대통령 “경제 도약 위해서라면 어디든 찾아 갈 것”
20140707,MBC,김수정 기자,----박 대통령-여야 원내대표 오는 10일 회동하기로
20140707,강원일보,"김창우
기자",박 대통령-여야 원내지도부 10일께 청와대에서 첫 회동
20140707,내일신문,엄경용,"박 대통령 ""아할테케처럼 도전해야"""
20140707,중앙일보,신용호,"박 대통령 ""경제성과 높이려면 어디든 찾아갈 것"""
20140707,중앙일보,,[리얼미터] '4주 만에 반등' 박 대통령 지지율 끌어올린 요인은
20140707,중앙일보,이윤석,"박 대통령, 여야 원내대표와 10일께 회동"
20140707,전자신문,권상희,"박 대통령 ""중앙아 협력사업 후속조치 차질없이 이행"""
20140707,한겨레,김경욱,여당 합동연설회 이구동성 “박대통령 구하겠다”
20140707,매일경제,,"박 대통령, 한 중 정상회담 효과로 지지율 반등"
20140707,매일경제,,"박 대통령 '경제'에 올인 ""세계 어디든 가겠다"""
20140707,충청일보,이득수,"박근혜 대통령, 美 中 석학 접견"
20140707,헤럴드경제,홍성원 기자,"박 대통령, 스티븐 추 전 장관, 양위량 총장 접견"
20140707,매일경제,,"박 대통령, 시진핑 효과로 지지율 반등"
20140707,매일경제,,"박 대통령 여야 원내지도부, 10일 청와대서 회동(속보)"
20140707,전북도민일보,강성주 기자,"박 대통령, “경제 도약 위해서라면 어디든 찾아가겠다”"
20140707,매일경제,,"박 대통령, 스티븐 추 前장관 양위량 총장 접견"
20140707,세계일보,박태훈,"박 대통령 지지율 45.4%-부정 50.1%, 동아일보 조사"
20140707,세계일보,박태훈,"박 대통령 지지율 4주만에 상승, 46.1%. 부정평가는 46.6%로 하락"
20140706,중부일보,,"시진핑, 박 대통령에 조자룡 족자 선물한 까닭은"
20140706,경상일보,김두수 기자,박근혜 대통령-여야 원내지도부 10일 첫 회동
20140706,경상일보,김두수 기자,"박근혜 대통령, 韓 유라시아 이니셔티브-中 신 실크로드 연계 모색 피력"
20140706,한국경제,,"박 대통령 여야 원내대표단, 10일께 첫 회동"
20140706,서울경제,,"""박근혜 대통령 구하기, 적임자는 나"""
20140706,서울경제,,"[여당 전당대회 주자 집중탐구] 서청원 ""박근혜 대통령과 신뢰"" 김무성 ""할 말은 하는 집권여당"""
20140706,한국일보,,박 대통령 지지율 40% ...인사결단으로 국정동력 회복해야
20140706,중부일보,홍재경,"박 대통령, 여야 원내대표 정책위원장과 정국현안 논의"
20140706,한겨레,김경욱,새누리당 전대 합동연설회 이구동성 “박 대통령 구하겠다”
